time_s,hbaro_m,hdot_1_mps,hralt_m,lon_rad,lat_rad,tas_mps,gs_mps,wow,chi_rad,flap_te_pos
0.0,155.1432,0.16256,-0.5334,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.50498267124863,0.115
1.0,154.8384,-0.08128,-0.4191,,,0.0,0.0,,1.52243117755661,
2.0,155.1432,0.08128,-0.1905,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.54553610728607,0.116
3.0,155.1432,0.08128,-0.4191,,,0.0,0.0,,1.56097126294708,
4.0,154.8384,-0.4064,-0.4572,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.5785156430954,0.116
5.0,154.5336,-0.32512,-0.4953,,,0.0,0.0,,1.59385505807419,
6.0,155.448,0.48768,-0.2286,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.60516777175903,0.115
7.0,155.1432,0.08128,-0.0381,,,0.0,0.0,,1.63239514346466,
8.0,155.1432,0.08128,0.0,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.65224049578094,0.116
9.0,154.8384,-0.16256,0.1143,,,0.0,0.0,,1.66968900208893,
10.0,154.8384,0.0,0.1143,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.68033059889145,0.116
11.0,154.8384,-0.32512,0.0762,,,0.0,0.0,,1.69854609592209,
12.0,155.1432,0.08128,0.0,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.70276441173859,0.116
13.0,154.5336,-0.16256,-0.2667,,,0.0,0.0,,1.71647397143173,
14.0,154.8384,-0.16256,-0.3429,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.72443136702118,0.116
15.0,154.8384,0.0,-0.3429,,,0.0,0.0,,1.72625283682938,
16.0,154.8384,-0.16256,-0.4191,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.73123814336853,0.116
17.0,154.8384,0.0,-0.4953,,,0.0,0.0,,1.73210100793152,
18.0,154.8384,-0.16256,-0.0381,-1.45481938956181,0.736877392318811,0.0,0.0,0.0,1.75031650496216,0.116
