time_s,hbaro_m,hdot_1_mps,hralt_m,lon_rad,lat_rad,tas_mps,gs_mps,wow,chi_rad,flap_te_pos
0.0,197.2056,-0.48768,0.0762,-1.45490654444087,0.736727544742998,0.0,0.0,0.0,1.96362940811157,0.115
1.0,197.2056,0.08128,0.0762,,,0.0,0.0,,1.98194077898254,
2.0,197.2056,-0.08128,0.1143,-1.45490387097832,0.736724603934195,0.0,0.0,0.0,1.99037741061554,0.115
3.0,196.596,-0.32512,0.1143,,,0.0,0.0,,1.99641732939835,
4.0,196.596,-0.32512,0.1143,-1.45490387097832,0.736724603934195,0.0,0.0,0.0,1.99584208635635,0.116
5.0,196.9008,-0.16256,0.1143,,,0.0,0.0,,1.99296587114639,
6.0,197.2056,0.16256,0.1143,-1.45490387097832,0.736724603934195,0.0,0.0,0.0,1.99430810491104,0.115
7.0,197.5104,0.48768,0.1143,,,0.0,0.0,,1.98951454605255,
8.0,196.9008,-0.48768,0.1524,-1.45490387097832,0.736724603934195,0.0,0.0,0.0,1.98798056460724,0.115
9.0,196.2912,-0.89408,0.1524,,,0.0,0.0,,1.98855580764923,
10.0,196.9008,0.32512,-0.1905,-1.45490387097832,0.736724603934195,0.0,0.0,0.0,1.9881723122879,0.115
11.0,196.596,0.0,-0.6858,,,0.0,0.0,,1.98079029289856,
12.0,196.9008,-0.16256,-0.6096,-1.45490387097832,0.736724603934195,0.0,0.0,0.0,1.97935218529358,0.115
13.0,196.2912,-0.4064,-0.3048,,,0.0,0.0,,1.96976520073471,
14.0,196.596,0.08128,-0.3048,-1.45490387097832,0.736724603934195,0.0,0.0,0.0,1.96976520073471,0.116
15.0,196.2912,0.0,-0.1524,,,0.0,0.0,,1.96056157837906,
16.0,196.9008,0.24384,0.0,-1.45490387097832,0.736724603934195,0.0,0.0,0.0,1.94598915412293,0.115
17.0,196.596,-0.08128,-0.1143,,,0.0,0.0,,1.93026624378281,
18.0,196.2912,-0.24384,-0.3048,-1.45490066282326,0.736724603934195,0.0,0.0,0.0,1.90476460120316,0.115
19.0,196.2912,-0.16256,-0.1524,,,0.0,0.0,,1.88904182402115,
20.0,196.596,0.08128,0.0,-1.45490066282326,0.736724603934195,0.0,0.0,0.0,1.86488228204803,0.115
21.0,196.596,-0.08128,0.0381,,,0.0,0.0,,1.83995588251038,
22.0,196.596,-0.24384,-0.1143,-1.45490066282326,0.736724603934195,0.0,0.0,0.0,1.84714615421906,0.116
23.0,196.2912,-0.4064,-0.5715,,,0.0,0.0,,1.83324484684525,
