time_s,hbaro_m,hdot_1_mps,hralt_m,lon_rad,lat_rad,tas_mps,gs_mps,wow,chi_rad,flap_te_pos
0.0,115.5192,0.16256,0.1143,-1.45490066282326,0.736685638217559,0.0,0.0,0.0,2.02958861288834,0.115
1.0,115.2144,-0.16256,0.0762,,,0.0,0.0,,2.02402806330719,
2.0,115.2144,-0.24384,0.1143,-1.45490066282326,0.736685638217559,0.0,0.0,0.0,2.02076848589401,0.115
3.0,115.5192,0.08128,0.1143,,,0.0,0.0,,2.02680840467682,
4.0,115.2144,-0.08128,0.1524,-1.45490066282326,0.736685638217559,0.0,0.0,0.0,2.02450743250885,0.115
5.0,115.2144,0.0,0.1143,,,0.0,0.0,,2.02479505402985,
6.0,115.2144,0.0,0.0381,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.02489092787018,0.116
7.0,115.2144,-0.24384,0.0381,,,0.0,0.0,,2.03064322513199,
8.0,114.6048,-0.24384,0.0,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.03303993798218,0.116
9.0,114.9096,-0.16256,0.0,,,0.0,0.0,,2.03773762300034,
10.0,115.2144,0.0,-0.0381,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.04157244345551,0.115
11.0,115.5192,0.32512,-0.1905,,,0.0,0.0,,2.04559914474945,
12.0,115.2144,-0.16256,-0.0381,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.05020095592728,0.115
13.0,115.5192,0.24384,0.0381,,,0.0,0.0,,2.05278941645813,
14.0,115.2144,0.0,0.1143,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.06458149934463,0.115
15.0,115.2144,0.08128,0.1143,,,0.0,0.0,,2.05882933524094,
16.0,115.2144,0.0,-0.1143,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.06803295759659,0.115
17.0,115.2144,-0.32512,0.0,,,0.0,0.0,,2.07637371538925,
18.0,115.2144,-0.24384,0.1143,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.07273064261475,0.115
19.0,115.5192,0.4064,0.1143,,,0.0,0.0,,2.08135902192841,
20.0,114.9096,-0.24384,0.0762,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.09104188032761,0.116
21.0,115.5192,0.08128,-0.4191,,,0.0,0.0,,2.10254647485123,
22.0,115.2144,-0.08128,-0.1905,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.11347569317474,0.115
23.0,115.2144,0.0,0.0,,,0.0,0.0,,2.12133721492386,
24.0,115.2144,-0.08128,-0.3048,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.1205702242012,0.115
25.0,114.9096,-0.24384,-0.1905,,,0.0,0.0,,2.10964087271957,
26.0,115.5192,0.16256,0.0,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.1063812953064,0.116
27.0,115.2144,0.0,0.0,,,0.0,0.0,,2.10379283477554,
28.0,114.9096,-0.56896,-0.0381,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.09756116831207,0.116
29.0,114.9096,-0.08128,0.0,,,0.0,0.0,,2.09046677044373,
30.0,114.9096,0.0,0.0,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.08097552656708,0.116
31.0,115.2144,0.0,-0.1524,,,0.0,0.0,,2.06314352489777,
32.0,115.2144,-0.08128,-0.0381,-1.45490066282326,0.736682630572192,0.0,0.0,0.0,2.046078380793,0.116
33.0,114.9096,-0.24384,-0.0762,,,0.0,0.0,,2.0279588907608,
34.0,114.9096,0.0,-0.2286,-1.45489745466821,0.736682630572192,0.0,0.0,0.0,2.01357821418533,0.116
35.0,115.2144,0.24384,-0.1524,,,0.0,0.0,,1.99852642072754,
36.0,115.2144,0.16256,-0.1905,-1.45489745466821,0.736682630572192,0.0,0.0,0.0,1.9908567798172,0.116
37.0,115.2144,0.32512,-0.2286,,,0.0,0.0,,1.99756768232422,
38.0,115.2144,-0.08128,-0.1524,-1.45489745466821,0.736682630572192,0.0,0.0,0.0,1.99306174498672,0.115
39.0,115.2144,-0.08128,0.0,,,0.0,0.0,,1.99843054688721,
40.0,115.2144,-0.16256,0.0381,-1.45489745466821,0.736682630572192,0.0,0.0,0.0,2.00456633951035,0.116
41.0,115.2144,0.16256,0.0762,,,0.0,0.0,,2.00408697030869,
42.0,114.9096,-0.24384,0.1524,-1.45489745466821,0.736682630572192,0.0,0.0,0.0,2.00974339373016,0.116
43.0,115.2144,0.0,0.1524,,,0.0,0.0,,2.00830528612518,
44.0,115.2144,0.16256,0.1524,-1.45489745466821,0.736682630572192,0.0,0.0,0.0,2.01290709730301,0.116
45.0,114.9096,-0.16256,-0.0762,,,0.0,0.0,,2.01664604391785,
46.0,115.2144,-0.16256,-0.6096,-1.45489745466821,0.736682630572192,0.0,0.0,0.0,2.02249421501999,0.115
