time_s,hbaro_m,hdot_1_mps,hralt_m,lon_rad,lat_rad,tas_mps,gs_mps,wow,chi_rad,flap_te_pos
0.0,284.988,-0.08128,0.0,-1.62666154175639,0.78335821217747,0.0,0.0,0.0,0.19548093476963,0.116
1.0,284.988,-0.16256,0.0,,,0.0,0.0,,0.266041967368984,
2.0,284.988,-0.08128,0.0,-1.62666154175639,0.78335821217747,0.0,0.0,0.0,0.31675771423111,0.115
3.0,285.2928,0.0,0.0,,,0.0,0.0,,0.364309707586098,
4.0,285.2928,0.32512,0.0,-1.62666154175639,0.78335821217747,0.0,0.0,0.0,0.386264184521103,0.115
5.0,285.2928,0.32512,0.0,,,0.0,0.0,,0.401220037559509,
6.0,285.2928,0.0,0.0,-1.62665886829384,0.78335821217747,0.0,0.0,0.0,0.417805712594032,0.115
7.0,284.988,-0.4064,-0.1524,,,0.0,0.0,,0.425763008314896,
8.0,285.5976,0.24384,-0.1524,-1.62665886829384,0.78335821217747,0.0,0.0,0.0,0.43161114612751,0.115
9.0,285.5976,0.16256,-0.1905,,,0.0,0.0,,0.440623020802498,
10.0,285.5976,0.24384,-0.1143,-1.62665886829384,0.78335821217747,0.0,0.0,0.0,0.441965221277618,0.116
11.0,285.2928,-0.32512,-0.1143,,,0.0,0.0,,0.452511010818863,
12.0,285.5976,0.32512,-0.0762,-1.62665886829384,0.78335821217747,0.0,0.0,0.0,0.452223422587395,0.116
13.0,285.5976,-0.08128,-0.0381,,,0.0,0.0,,0.460276558859062,
14.0,285.5976,0.16256,-0.0381,-1.62665886829384,0.78335821217747,0.0,0.0,0.0,0.470726507849503,0.115
15.0,285.5976,-0.16256,-0.0381,,,0.0,0.0,,0.473698497031212,
16.0,285.2928,-0.08128,-0.0762,-1.62665886829384,0.78335821217747,0.0,0.0,0.0,0.477533350775909,0.116
17.0,285.5976,0.0,-0.0381,,,0.0,0.0,,0.480984709159279,
18.0,285.2928,-0.4064,-0.3048,-1.62665886829384,0.78335821217747,0.0,0.0,0.0,0.480217751726151,0.115
19.0,285.5976,0.4064,-0.6096,,,0.0,0.0,,0.483956698340988,
