,rle,xup,zup,zxxup,xlo,zlo,zxxlo,alphate,betate,aoa,LperD
1647,0.01305801,0.37361425,0.10839604,-0.7075565,0.43245775,-0.06768095,0.4154073,-0.1558266,0.1479884,1.8322,108.1210191
1648,0.01548315,0.38681425,0.09902428,-0.5884825,0.48367235,-0.06638145,0.3272731,-0.208183,0.1638084,3.4742,132.4653313
1649,0.01273401,0.38836525,0.11771884,-0.7404425,0.37809725,-0.05860975,0.3721333,-0.1857478,0.1152004,0.485,97.2815534
1650,0.01248021,0.42369175,0.09427924,-0.7682535,0.42261255,-0.06159515,0.3585351,-0.1624842,0.12887,3.8642,149.0619765
1651,0.01267515,0.33023575,0.08810212,-0.6790785,0.37227815,-0.05610505,0.3707781,-0.1923294,0.1461236,0.9754,99.01315789
1652,0.01279449,0.44487775,0.08812252,-0.8446685,0.34096585,-0.06817775,0.3582733,-0.1721058,0.1364188,2.7274,135.3159851
1653,0.01330263,0.44050525,0.11253316,-0.8235275,0.32800735,-0.05444215,0.3982979,-0.1936062,0.1431724,2.6106,144.9750416
1654,0.01465965,0.35754325,0.1185226,-0.7611195,0.44016765,-0.05796115,0.3921071,-0.1637534,0.116326,2.3254,116.4327485
1655,0.01376325,0.38994925,0.11328796,-0.5931515,0.45808135,-0.05501025,0.3747821,-0.2193018,0.1578612,0.6182,96.50238474
1656,0.01360773,0.33835375,0.11075836,-0.7811295,0.44393295,-0.04748005,0.4181331,-0.1704338,0.1249948,1.8074,112.7014925
1657,0.01619757,0.38486725,0.10099492,-0.6615625,0.46813845,-0.06195855,0.3785089,-0.2095966,0.155694,2.3578,122.875817
1658,0.01303317,0.38158375,0.09187612,-0.8107095,0.35275075,-0.06717725,0.4098325,-0.216771,0.1663788,3.8446,147.0522979
1659,0.01120419,0.48261325,0.09256156,-0.6529785,0.40657335,-0.04829195,0.3957877,-0.212173,0.1565956,0.5422,109.9415205
1660,0.01422657,0.38260675,0.11169676,-0.7019595,0.40714385,-0.06551205,0.4152225,-0.2189902,0.128142,3.745,139.5142857
1661,0.01294191,0.38110525,0.10167628,-0.7912795,0.41322375,-0.06216325,0.4055975,-0.163191,0.1218196,3.3514,136.7456556
1662,0.01281987,0.45758275,0.10217404,-0.8388395,0.37995545,-0.06233575,0.4199195,-0.1716346,0.1508276,3.7714,156.9505963
1663,0.01584495,0.44170975,0.11335732,-0.5834945,0.33894465,-0.04692805,0.3929695,-0.2085174,0.1555596,2.1302,138.4235669
1664,0.01108323,0.40280275,0.08831428,-0.6481355,0.33478815,-0.05053215,0.4175787,-0.1816742,0.1345652,2.7258,138.985025
1665,0.01469691,0.38534575,0.09443428,-0.8405505,0.45307725,-0.05320475,0.4203507,-0.223611,0.1365364,1.3498,113.3154122
1666,0.01414017,0.36736075,0.09007276,-0.6013875,0.37513065,-0.06192405,0.4502267,-0.201913,0.1495508,3.7874,140.8915305
1667,0.01377135,0.35402875,0.11755156,-0.8671435,0.48566095,-0.05425585,0.4164545,-0.1599306,0.1618372,0.2086,69.70230041
1668,0.01303641,0.37445575,0.1194814,-0.7498385,0.44409595,-0.04653245,0.3680369,-0.170525,0.1599836,0.6282,95.44615385
1669,0.01255257,0.45834175,0.11427532,-0.5855535,0.41438105,-0.05279305,0.4538303,-0.1570578,0.1636628,2.9698,141.5530903
1670,0.01176579,0.35978725,0.10842052,-0.6548635,0.48344415,-0.05394305,0.4307457,-0.1664134,0.1581636,0.5098,86.76609105
1671,0.01312335,0.48571525,0.091921,-0.8123625,0.42872505,-0.05584745,0.3109645,-0.200279,0.1276324,1.2882,117.5951904
1672,0.01573101,0.34647175,0.09739636,-0.6949995,0.36161795,-0.06003805,0.4351963,-0.1827306,0.1655612,2.7038,126.722561
1673,0.01591191,0.38537875,0.1147282,-0.5847705,0.41234355,-0.05238135,0.4501035,-0.1696966,0.1254764,0.0662,75.7394844
1674,0.01089963,0.36095875,0.08738404,-0.7558125,0.43205025,-0.05702275,0.3796485,-0.1633202,0.1481452,3.4546,136.5153971
1675,0.01103085,0.49198525,0.0955726,-0.7390505,0.39811365,-0.04626565,0.4098171,-0.155819,0.1445668,2.2022,142.1333333
1676,0.01180575,0.34711525,0.08757172,-0.7936285,0.37516325,-0.06746935,0.4186875,-0.1778742,0.1613276,3.7082,137.1943574
1677,0.01544913,0.38775475,0.1192366,-0.7667745,0.37956425,-0.06592375,0.4199503,-0.164103,0.1202908,0.1314,88.23333333
1678,0.01287171,0.46358875,0.0978574,-0.7427625,0.36662205,-0.06016915,0.4390617,-0.1530982,0.117782,0.6442,103.2038835
1679,0.01087857,0.35196625,0.09954652,-0.7639905,0.40424245,-0.06277275,0.3991603,-0.2246294,0.1429316,2.4714,121.9601838
1680,0.01547073,0.42143125,0.11831452,-0.7066285,0.33198455,-0.05340945,0.3627701,-0.161823,0.1581468,2.8938,141.095679
1681,0.01530549,0.46410025,0.11273716,-0.8457415,0.36523655,-0.05417305,0.3897663,-0.2075294,0.1229844,2.7582,152.8027682
1682,0.01508787,0.33117625,0.0849442,-0.8106515,0.45501695,-0.05191675,0.3798795,-0.1843874,0.1648276,3.6166,137.8253968
1683,0.01520667,0.37212925,0.12152548,-0.6819205,0.41221315,-0.04826895,0.4140521,-0.2203506,0.1510516,2.4278,124.2075736
1684,0.01373139,0.44779825,0.11430388,-0.7336565,0.37193585,-0.06174235,0.3646951,-0.2205406,0.1449644,2.3598,136.6666667
1685,0.01545507,0.33868375,0.10776772,-0.8536585,0.41410395,-0.05883515,0.3871021,-0.203699,0.1582196,0.1066,83.97082658
1686,0.01119555,0.35252725,0.1013662,-0.5903385,0.35097405,-0.06009095,0.3561173,-0.1971402,0.1567132,1.6062,106.0179641
1687,0.01603179,0.48343825,0.10290844,-0.7582485,0.37183805,-0.06316145,0.4433275,-0.2117398,0.1196636,1.6478,131.5355805
1688,0.01189593,0.36082675,0.11471188,-0.8514545,0.44119455,-0.06343285,0.3665123,-0.2158058,0.140546,0.6922,94.32475884
1689,0.01542591,0.46106425,0.10170076,-0.6839795,0.45866815,-0.06386525,0.3385613,-0.2226458,0.1286124,2.8794,143.4683099
1690,0.01283769,0.36241075,0.10118668,-0.7370205,0.34474745,-0.05279995,0.3724721,-0.1685034,0.1406692,2.797,131.529052
1691,0.01341927,0.33078025,0.10401412,-0.8346055,0.36614935,-0.04696025,0.3308767,-0.188043,0.1452388,0.073,86.68238994
1692,0.01081377,0.42690925,0.09452812,-0.8625905,0.38018365,-0.04623345,0.3195731,-0.2192942,0.1207948,2.5618,145.0357143
1693,0.01421793,0.48231625,0.08542564,-0.7832175,0.36528545,-0.06339835,0.4512893,-0.182761,0.121786,1.8342,126.1403509
1694,0.01227015,0.39654925,0.10714756,-0.8055185,0.38601905,-0.04799525,0.3614611,-0.186979,0.1229004,1.8238,125.7929883
1695,0.01310823,0.35434225,0.08788996,-0.6876915,0.43835835,-0.05037115,0.3560557,-0.1713534,0.1354556,3.3814,136.6297468
1696,0.01239273,0.33573025,0.10465468,-0.6630705,0.42781225,-0.06414355,0.4238465,-0.2073242,0.1512196,0.2406,81.0371517
1697,0.01261899,0.41920375,0.08536444,-0.7184605,0.34849645,-0.04969725,0.3859779,-0.156921,0.1401708,3.9386,151.8314425
1698,0.01556415,0.38579125,0.10148452,-0.7123415,0.40416095,-0.06690355,0.3249477,-0.165737,0.1552572,1.9658,113.7436762
1699,0.01385019,0.34798975,0.0871678,-0.7231005,0.41268585,-0.05725045,0.4260179,-0.1620586,0.1228108,1.1022,99.77232925
1700,0.01283931,0.42435175,0.09168844,-0.7162565,0.33550535,-0.06252895,0.4322703,-0.1636014,0.1272796,2.0066,125.7761733
1701,0.01169019,0.46568425,0.08552356,-0.6407695,0.39855375,-0.06863775,0.3282895,-0.224865,0.1252468,0.5414,95.8250497
1702,0.01472121,0.41460025,0.09354892,-0.7144875,0.42026535,-0.06624115,0.4414487,-0.2093838,0.1371916,0.6162,96.34328358
1703,0.01164645,0.39724225,0.10594804,-0.6313735,0.41682605,-0.04633925,0.4474547,-0.1572174,0.1432676,2.7662,133.1643625
1704,0.01408509,0.40455175,0.11914684,-0.6544865,0.45694035,-0.06871365,0.3207897,-0.2214298,0.1389108,1.8702,112.703125
1705,0.01272537,0.47871925,0.09675172,-0.7070345,0.46468285,-0.05490675,0.3236849,-0.226841,0.1675492,0.9286,112.1442495
1706,0.01397925,0.33445975,0.10774732,-0.6999005,0.33271805,-0.06272215,0.4136055,-0.160569,0.1549996,1.881,108.0289855
1707,0.01485459,0.37216225,0.09058276,-0.6053895,0.40693195,-0.06136515,0.3231305,-0.193287,0.1547028,1.4514,106.6324786
1708,0.01346841,0.49099525,0.09886924,-0.5866555,0.38960505,-0.05056205,0.3882879,-0.1854818,0.1678348,1.7366,133.6481481
1709,0.01390257,0.44118175,0.09880804,-0.8121015,0.34621445,-0.06776605,0.3854697,-0.1538886,0.1394036,2.0342,124.4833948
1710,0.01486593,0.49107775,0.10378564,-0.8469595,0.46761685,-0.05800255,0.3787399,-0.2166874,0.1628116,0.6378,105.2952756
1711,0.01120581,0.40369375,0.12178252,-0.7500705,0.37821135,-0.04919355,0.3604601,-0.2108506,0.1259524,1.381,118
1712,0.01497987,0.38445475,0.08911804,-0.7642515,0.33588025,-0.05680425,0.3850847,-0.176567,0.1285228,0.2986,91.7877095
1713,0.01489671,0.39834775,0.10206796,-0.7032065,0.44267785,-0.05581755,0.3218215,-0.170905,0.1450484,2.0906,121.3242784
1714,0.01582011,0.37234375,0.1017742,-0.6672465,0.48575875,-0.06196085,0.3656961,-0.155515,0.1632316,0.2946,67.05882353
1715,0.01269405,0.36237775,0.11637244,-0.8417975,0.33477185,-0.05962175,0.4101405,-0.172615,0.1660092,2.1062,119.491018
1716,0.01083645,0.37547875,0.085291,-0.8312705,0.37527735,-0.05630515,0.3227301,-0.154261,0.139594,0.5342,87.63705104
1717,0.01577853,0.44977825,0.0948586,-0.7477505,0.37069705,-0.06324885,0.4463151,-0.1777222,0.135338,1.1658,113.2887189
1718,0.01453869,0.35094325,0.09762484,-0.7884665,0.46606835,-0.05607515,0.3123505,-0.1815526,0.1400924,0.3334,80.67453626
1719,0.01214919,0.38719375,0.11268004,-0.8057215,0.39548935,-0.05210305,0.3385921,-0.1738842,0.145222,3.7878,145.4289941
1720,0.01151631,0.43413625,0.09101116,-0.8077225,0.37276715,-0.06421255,0.4185027,-0.1971326,0.1260084,3.957,151.4075286
1721,0.01091313,0.44552125,0.11596036,-0.6186715,0.40414465,-0.06375255,0.4588045,-0.1569058,0.1584044,2.101,122.8964401
1722,0.01274589,0.34797325,0.10580932,-0.6822395,0.41607625,-0.05685255,0.4352117,-0.1908854,0.1429988,1.4334,105.7686454
1723,0.01454841,0.41103625,0.09582556,-0.8394485,0.38476395,-0.05764835,0.4144063,-0.1896466,0.1310596,2.609,137.8697183
1724,0.01366011,0.49289275,0.09000748,-0.6582855,0.45011065,-0.06068665,0.3809421,-0.2194918,0.136094,3.191,146.9190141
1725,0.01474335,0.34761025,0.09148444,-0.6204695,0.32645885,-0.05062875,0.3863629,-0.1593758,0.118398,0.4306,95.27638191
1726,0.01271403,0.40456825,0.09809812,-0.8119275,0.37843955,-0.06740495,0.4385535,-0.1995646,0.1650908,3.0634,138.8814691
1727,0.01416123,0.47159125,0.0926758,-0.7668615,0.45850515,-0.06014615,0.4123581,-0.2179414,0.145978,1.3326,117.6078431
1728,0.01460241,0.35163625,0.08884468,-0.7777945,0.44862735,-0.06424705,0.4354273,-0.1632898,0.1219652,3.3834,132.5974026
1729,0.01605177,0.44989375,0.09400996,-0.6913745,0.45529405,-0.04690275,0.3164315,-0.2043298,0.1215228,1.1942,116.9201521
1730,0.01445877,0.45251725,0.09650692,-0.8055475,0.42117815,-0.04845525,0.3382225,-0.2196058,0.1507996,1.1922,120.1908397
1731,0.01473795,0.41775175,0.08906092,-0.7367015,0.39853745,-0.06292225,0.3374833,-0.1787026,0.1615852,3.9626,146.1174551
1732,0.01522233,0.36993475,0.11781268,-0.7363825,0.44575855,-0.05404655,0.3143525,-0.1769698,0.1439732,2.4778,121.5350224
1733,0.01161675,0.46319275,0.11545852,-0.7532315,0.44091745,-0.06095115,0.4251555,-0.1553934,0.1678684,1.7266,121.699115
1734,0.01366443,0.41085475,0.1127086,-0.6923315,0.40362305,-0.05653285,0.4248013,-0.1852766,0.12481,2.4566,131.2933754
1735,0.01372491,0.43692475,0.09571132,-0.7654405,0.48663895,-0.06073495,0.4337333,-0.2182302,0.1646316,3.5522,149.2504259
1736,0.01482813,0.44829325,0.11507092,-0.6077965,0.36461715,-0.05081505,0.4096939,-0.2127506,0.1553748,2.5986,141.9561815
1737,0.01619271,0.46447975,0.12242716,-0.7661655,0.40742095,-0.05981725,0.3234385,-0.1688074,0.1425676,1.5786,124.1696113
1738,0.01089207,0.45078475,0.1168702,-0.8657225,0.36720885,-0.05888345,0.3387461,-0.1630466,0.1569148,3.9758,157.5559105
1739,0.01458243,0.41634925,0.09137428,-0.8331555,0.43966235,-0.06702775,0.4144679,-0.1828066,0.1366148,0.4658,86.53620352
1740,0.01200501,0.38371225,0.08699644,-0.7567405,0.35811345,-0.05392925,0.4203969,-0.1582282,0.1461796,0.2646,88.75232775
1741,0.01420983,0.37193125,0.12347164,-0.6572995,0.40740465,-0.05843955,0.3855467,-0.1601966,0.14875,1.9886,109.2274678
1742,0.01337607,0.42610075,0.0905134,-0.7536665,0.37367995,-0.06056015,0.3419647,-0.2156082,0.1651188,0.847,104.3289225
1743,0.01154655,0.33257875,0.09933028,-0.7213895,0.39830925,-0.05242045,0.3413333,-0.1739602,0.1206268,2.2862,117.0359281
1744,0.01243107,0.36496825,0.11317372,-0.8566745,0.46166735,-0.05939175,0.3760603,-0.1596038,0.1612604,3.6278,134.8888889
1745,0.01360449,0.35325325,0.11209252,-0.7950205,0.42215615,-0.04904405,0.3852695,-0.2039118,0.1137612,0.3826,94.3956044
1746,0.01388745,0.44109925,0.10055836,-0.7440675,0.44005355,-0.06002885,0.3816813,-0.1976342,0.1215676,0.0742,87.48106061
1747,0.01360557,0.46025575,0.1099546,-0.8371575,0.39416905,-0.05460315,0.4251401,-0.214035,0.1619268,2.6942,148.5813149
1748,0.01398195,0.33302425,0.10863268,-0.8098395,0.47723385,-0.05344395,0.4047813,-0.2000434,0.1340332,1.9314,112.1116139
1749,0.01284471,0.41892325,0.11131324,-0.6164965,0.41405505,-0.06466105,0.3157693,-0.2027262,0.1222004,0.913,102.4114671
1750,0.01206117,0.42039175,0.0883918,-0.6495855,0.48359085,-0.04669345,0.3760295,-0.1657142,0.1487836,3.2514,143.4655172
1751,0.01582875,0.38861275,0.11721292,-0.7662815,0.39438095,-0.05221575,0.3741507,-0.2055686,0.1484812,1.045,110.9983897
1752,0.01458567,0.44921725,0.11088484,-0.8007045,0.33733095,-0.05296325,0.4240467,-0.1560774,0.1238132,2.2814,140.9217391
1753,0.01606419,0.46754875,0.09794716,-0.5817835,0.43182205,-0.06325115,0.3233615,-0.2056446,0.1531572,1.1578,112.6654064
1754,0.01569699,0.45329275,0.09600508,-0.6446555,0.39201745,-0.05380505,0.4330557,-0.1710874,0.144326,1.1294,116.4783427
1755,0.01154007,0.45160975,0.11159476,-0.8384045,0.48492745,-0.06866995,0.3589817,-0.1768254,0.1258628,0.2522,86.17590822
1756,0.01123173,0.48525325,0.11512396,-0.8504395,0.45071375,-0.05726655,0.3092705,-0.215555,0.1323644,0.3958,103.0666667
1757,0.01582173,0.37688125,0.1142182,-0.6986825,0.41196865,-0.06064755,0.3244087,-0.1579318,0.1629852,2.7318,123.7254902
1758,0.01595727,0.36107425,0.12324724,-0.6142345,0.34727395,-0.05685025,0.4077381,-0.164939,0.1524908,1.5062,103.1792717
1759,0.01481517,0.42060625,0.08914252,-0.6596195,0.36308495,-0.05387865,0.4213209,-0.1561686,0.1125292,1.5946,120.8471455
1760,0.01215297,0.45169225,0.10023196,-0.8162485,0.45777165,-0.06545225,0.3222835,-0.198493,0.1397788,3.6534,151.373913
1761,0.01451385,0.36808675,0.0891058,-0.5805655,0.36311755,-0.05837745,0.3898587,-0.2229194,0.1247148,2.4402,127.3259494
1762,0.01272915,0.42200875,0.0941242,-0.6367095,0.47904315,-0.06745555,0.3293059,-0.1699322,0.1195684,1.7298,110.3290676
1763,0.01111077,0.36386275,0.10400188,-0.8548475,0.42468265,-0.06237025,0.4091857,-0.211223,0.1305052,0.3634,89.86348123
1764,0.01407969,0.45098275,0.11937532,-0.7862915,0.34536685,-0.06429995,0.3965731,-0.161139,0.1463756,3.355,148.6057692
1765,0.01157139,0.47664025,0.1237042,-0.8348085,0.37979245,-0.06263475,0.3138135,-0.1927094,0.1451884,2.7214,143.9123103
1766,0.01096767,0.46317625,0.09673132,-0.7012345,0.44329725,-0.04805275,0.3705625,-0.2132902,0.1492316,0.949,114.6502836
1767,0.01586871,0.45740125,0.09447508,-0.7959775,0.39384305,-0.05277005,0.4147143,-0.1750926,0.1131396,2.373,141.2921348
1768,0.01478763,0.46010725,0.09228004,-0.7949915,0.38773055,-0.06786265,0.4560171,-0.206777,0.1504188,0.135,87.83037475
1769,0.01347111,0.38356375,0.09972196,-0.6799195,0.40235165,-0.06018295,0.3837603,-0.222661,0.1644188,0.7058,99.33560477
1770,0.01202553,0.33680275,0.1185634,-0.8642435,0.39755945,-0.06610545,0.4229841,-0.1832018,0.113862,2.9914,118.6694102
1771,0.01273239,0.40474975,0.11448748,-0.6391455,0.41948295,-0.06295675,0.4276503,-0.158327,0.1572396,3.3126,132.1976401
1772,0.01568241,0.44057125,0.10228828,-0.5962545,0.36991465,-0.06189875,0.3675441,-0.1545726,0.1430772,1.1938,110.7001795
1773,0.01126791,0.46903375,0.09910996,-0.7447345,0.32851265,-0.04768245,0.4165315,-0.1909614,0.1213772,0.927,122.0715631
1774,0.01530171,0.33993775,0.11034628,-0.8399705,0.44122715,-0.06462885,0.3397933,-0.1819174,0.1523284,2.4666,116.096823
1775,0.01434375,0.40760425,0.08349172,-0.8545575,0.36370435,-0.06577655,0.4390155,-0.1933858,0.1230124,2.3674,129.0723562
1776,0.01484163,0.45824275,0.11649484,-0.7713565,0.39702155,-0.04654855,0.3757215,-0.185003,0.1545068,1.3446,126.1795775
1777,0.01109997,0.47924725,0.09126412,-0.6399285,0.40856195,-0.06321665,0.3347729,-0.222547,0.1422652,1.8426,127.490566
1778,0.01132191,0.44969575,0.12126436,-0.7242025,0.34425845,-0.04812635,0.4026407,-0.1981054,0.1674988,3.6806,155.6824926
1779,0.01109079,0.40479925,0.1128922,-0.7327865,0.42184645,-0.06219775,0.3215443,-0.2039498,0.1431556,3.5774,139.2089552
1780,0.01213785,0.34008625,0.0854542,-0.7258555,0.33646705,-0.05723895,0.4546003,-0.1954378,0.1131228,2.1718,122.6655897
1781,0.01409049,0.40506325,0.1161562,-0.7960065,0.43354985,-0.05640175,0.3787553,-0.2234742,0.1262156,0.109,92.80135823
1782,0.01602477,0.49205125,0.109567,-0.8671145,0.48411245,-0.04823215,0.3715327,-0.1849574,0.1474172,1.643,130.1149425
1783,0.01502037,0.42918625,0.09465052,-0.6773385,0.42784485,-0.05331285,0.3851925,-0.1740362,0.137046,3.3406,146.9881557
1784,0.01110807,0.48891625,0.0862702,-0.8305455,0.43705435,-0.05963785,0.3715789,-0.1613746,0.1149652,2.7758,139.3629344
1785,0.01091151,0.39661525,0.08349988,-0.7244055,0.33154445,-0.06182515,0.4613609,-0.1540406,0.1345428,0.6942,95.39473684
1786,0.01272591,0.35259325,0.10578892,-0.6857485,0.41768995,-0.04871515,0.3211285,-0.2181466,0.148666,2.611,124.8250729
1787,0.01093473,0.33112675,0.08815108,-0.8126235,0.32849635,-0.06820075,0.4068911,-0.167903,0.1556604,0.7758,89.04599659
1788,0.01244025,0.46667425,0.11083996,-0.8348665,0.41959705,-0.06641595,0.3177251,-0.156389,0.1533308,0.4054,91.56069364
1789,0.01230255,0.38562625,0.10191292,-0.8111735,0.33108805,-0.05663405,0.4561557,-0.213085,0.134134,2.7566,139.5555556
1790,0.01282905,0.40349575,0.08882428,-0.6562555,0.47449545,-0.06237715,0.3565639,-0.2176678,0.1149764,2.3938,125.6020942
1791,0.01172853,0.42652975,0.1074658,-0.7476055,0.42968675,-0.04804355,0.3980669,-0.175959,0.1326164,1.337,118.2631579
1792,0.01133001,0.49206775,0.10126012,-0.7705155,0.41040385,-0.04853805,0.3200813,-0.2041398,0.1571836,0.1054,97.84466019
1793,0.01306989,0.36693175,0.11676412,-0.6194255,0.48068945,-0.05786685,0.4498263,-0.2075066,0.1160012,1.2122,99.33333333
1794,0.01279395,0.35223025,0.10084396,-0.8486705,0.42269405,-0.05378665,0.4462997,-0.1731014,0.1325044,1.1154,104.6801347
1795,0.01169451,0.37026475,0.09750244,-0.8049965,0.41071355,-0.05199035,0.4434045,-0.1665274,0.1673924,2.2318,123.9669421
1796,0.01156275,0.47081575,0.12325132,-0.8254415,0.35493495,-0.05720675,0.4449445,-0.1969806,0.1311604,0.2914,108.4172662
1797,0.01224315,0.34421125,0.10868164,-0.6434375,0.33291365,-0.06359385,0.3919993,-0.1691798,0.1277724,1.2166,97.92951542
1798,0.01434645,0.41950075,0.09546652,-0.7417185,0.33498375,-0.04758815,0.4547697,-0.1837718,0.162582,2.8138,147.9491525
1799,0.01190349,0.48406525,0.11934268,-0.6978125,0.33428285,-0.05052985,0.4536917,-0.2164898,0.1209516,3.6414,164.6213292
1800,0.01362717,0.34394725,0.11859196,-0.8539195,0.37332135,-0.05290345,0.3847305,-0.1766506,0.1180396,3.7858,136.3052209
1801,0.01513215,0.43367425,0.08840812,-0.7091805,0.48553055,-0.06438505,0.3754905,-0.2082818,0.1449308,1.5362,112.2884615
1802,0.01573209,0.38097325,0.11186404,-0.6814855,0.36474755,-0.05056665,0.3194345,-0.1908322,0.1608404,2.9434,134.9039882
1803,0.01356615,0.40552525,0.11342668,-0.6786725,0.37713555,-0.05656965,0.3789093,-0.1730938,0.112994,1.7962,120.3194888
1804,0.01310337,0.40181275,0.09095404,-0.6172795,0.37426675,-0.04684295,0.4054435,-0.170487,0.1465268,3.7894,150.578125
1805,0.01333935,0.32939425,0.11715172,-0.6986535,0.36019985,-0.05109335,0.4301143,-0.1541318,0.1412796,1.243,93.08843537
1806,0.01281069,0.39029575,0.12186412,-0.7969925,0.42057505,-0.04966505,0.3736271,-0.2252222,0.113554,1.0174,111.829653
1807,0.01127223,0.33645625,0.08717596,-0.6643465,0.35045245,-0.05938025,0.3380377,-0.180101,0.1576876,0.7846,92.88333333
1808,0.01124199,0.40359475,0.10860004,-0.6138865,0.38846405,-0.05467675,0.4311153,-0.2105162,0.1283268,0.4206,99.86820428
1809,0.01480707,0.48394975,0.1202974,-0.6556175,0.38067265,-0.06829275,0.3604139,-0.1642018,0.119994,2.2454,133.5051546
1810,0.01582983,0.47650825,0.1175434,-0.6697695,0.45830955,-0.05546335,0.3205125,-0.1847826,0.1381436,0.277,81.87692308
1811,0.01407429,0.34754425,0.11086852,-0.6580535,0.39312585,-0.05174655,0.4323935,-0.2154942,0.1439676,2.213,117.5949367
1812,0.01310013,0.43519225,0.09702916,-0.8018355,0.39345185,-0.05796805,0.4449907,-0.1579166,0.1515892,1.8362,123.974122
1813,0.01359531,0.32804125,0.11886124,-0.5800435,0.34326415,-0.05538285,0.3156615,-0.1529082,0.1231132,2.4734,83.81327334
1814,0.01279503,0.45931525,0.09403444,-0.8290375,0.40075425,-0.05387405,0.3689147,-0.1941686,0.1413916,3.7758,156.5646259
1815,0.01450575,0.41115175,0.11796364,-0.8112315,0.33174005,-0.04701085,0.4279275,-0.1619522,0.1410444,2.8542,144.8527132
1816,0.01204821,0.38085775,0.09970156,-0.6369415,0.47506595,-0.06878035,0.4503345,-0.2204114,0.1332436,3.7618,135.8136095
1817,0.01533519,0.41004625,0.08975452,-0.6735685,0.34773035,-0.05404195,0.3965885,-0.1726682,0.1202124,1.7634,123.6493739
1818,0.01170693,0.34886425,0.10443436,-0.8458865,0.39801585,-0.05392005,0.4129125,-0.2222962,0.1486436,0.9138,104.3295638
1819,0.01129275,0.36425875,0.08833876,-0.6597935,0.34989825,-0.06670345,0.3430581,-0.1881342,0.1155364,0.547,88.89473684
1820,0.01338903,0.46490875,0.09338572,-0.6566615,0.37676065,-0.05085875,0.4298371,-0.162241,0.13041,3.095,149.3934142
1821,0.01132461,0.35239525,0.10531564,-0.8386075,0.41100695,-0.06679545,0.4247243,-0.1829966,0.1503908,1.3694,102.7993528
1822,0.01281933,0.45481075,0.12095836,-0.6426545,0.38129205,-0.05425125,0.4603291,-0.2195678,0.1250676,0.203,105.9284497
1823,0.01500579,0.37067725,0.10602964,-0.7839425,0.41015935,-0.06580415,0.3813579,-0.1828142,0.15519,3.1394,131.3271605
1824,0.01348353,0.45791275,0.09745348,-0.7195045,0.46171625,-0.05686865,0.3462305,-0.2239454,0.1514044,2.8494,144.7686833
1825,0.01344087,0.48513775,0.11942428,-0.7630915,0.47938545,-0.05987015,0.4327631,-0.1734738,0.1583204,0.6754,106.1567164
1826,0.01087587,0.43128175,0.11859604,-0.7970505,0.43764115,-0.06496005,0.3387307,-0.1930438,0.1402156,2.0874,123.7166667
1827,0.01497447,0.46796125,0.12228436,-0.8095785,0.34846385,-0.06125705,0.3336333,-0.1566094,0.1614956,2.0538,132.7729636
1828,0.01591785,0.38028025,0.10075012,-0.5884535,0.46605205,-0.06029335,0.3739505,-0.1955062,0.1307348,1.7362,110.9105691
1829,0.01383615,0.48246475,0.1206034,-0.6609535,0.47376195,-0.06079475,0.4359047,-0.2077802,0.1267476,2.0278,132.7958834
1830,0.01551285,0.49259575,0.11932228,-0.5800725,0.34737175,-0.06563625,0.4519823,-0.1777298,0.1321012,0.1342,103.2967033
1831,0.01342467,0.34200025,0.09408748,-0.6854005,0.45425085,-0.06261175,0.3405325,-0.218443,0.134666,2.721,121.6178737
1832,0.01081917,0.43108375,0.09403036,-0.6383915,0.47433245,-0.05452265,0.4048429,-0.1635102,0.1618204,1.4378,111.1861314
1833,0.01206549,0.40993075,0.1165642,-0.6640855,0.39783655,-0.05017795,0.3103793,-0.1741122,0.1371692,3.7978,144.3371758
1834,0.01238949,0.32964175,0.08656396,-0.7971375,0.34000415,-0.04717185,0.3094091,-0.1717334,0.1648836,1.6422,113.5058431
1835,0.01333611,0.48254725,0.09066028,-0.5879605,0.36067255,-0.05696755,0.4030565,-0.2121654,0.1611372,0.0462,97.31372549
1836,0.01167075,0.44710525,0.09536452,-0.7059325,0.46391675,-0.04601725,0.3694537,-0.1695066,0.1542492,1.3926,118.2264151
1837,0.01429353,0.37046275,0.09317356,-0.5999665,0.47278395,-0.06885855,0.3767225,-0.2190282,0.11669,3.8078,135.9036145
1838,0.01126467,0.40743925,0.10425892,-0.6318955,0.34368795,-0.06539015,0.4610221,-0.1656686,0.1139124,3.5106,139.924812
1839,0.01111617,0.48279475,0.09789412,-0.6075355,0.45156135,-0.05016415,0.3168781,-0.1985994,0.1671516,2.4078,139.6389892
1840,0.01426761,0.39966775,0.11977924,-0.7178225,0.41366385,-0.05354745,0.3825591,-0.1711178,0.1131172,1.6226,117.0347003
1841,0.01505493,0.40146625,0.10071748,-0.6140605,0.42626375,-0.05703655,0.4318391,-0.206017,0.1125852,2.943,137.235387
1842,0.01120041,0.41318125,0.093655,-0.7202005,0.36236775,-0.06822835,0.3993605,-0.2276922,0.1532748,3.0914,139.3894389
1843,0.01293219,0.39552625,0.1043446,-0.8259635,0.33521195,-0.05725735,0.4139135,-0.2098626,0.1631924,2.7766,139.3910256
1844,0.01472013,0.43443325,0.08981164,-0.6702045,0.38248195,-0.06355015,0.3652033,-0.2248194,0.1324204,2.1378,130.6702899
